Id;Tipo;Corpo Descricao;Data Publicado;Busca Parametro 2;Id Externo
42846580;twittersearch;"Dólar volta a cair e fecha a R$ 1,68; Bovespa retrocede 0,93%, mesmo com as medidas do Banco Central.";07/01/11 23:45;pt;adilsonneves
42846581;twittersearch;Bovespa recua nesta sexta, mas avança 1,09% na semana. Dólar fecha a R$ 1,686.  http://ow.ly/3Acpx;07/01/11 23:45;pt;empregosrede
42847115;twittersearch;RT @Info_BMFBOVESPA: Balanço de operações 2010: Vale, Petrobras, OGX, Itau Unibanco e BM&FBOVESPA foram as ações com maior giro financeiro http://bit.ly/glHE3v;07/01/11 23:42;all;vitorssiq
42846582;twittersearch;RT @lopesbravo: (InfoMoney) First Commercial Bank of Florida é o primeiro banco a falir nos EUA em 2011 http://bit.ly/ikyOKy #mercado #bovespa;07/01/11 23:35;pt;SilasFreitas
42846583;twittersearch;Volatilidade enorme hoje na nossa #Bovespa. Isso deixa novos #Investidores azurebadinhos. Fiquem calmos.;07/01/11 23:31;pt;Fontes_
42844126;twittersearch;RT @Fontes_: São direitos de subscrições para comprar #ações bradesco, caso não pretenda subscrever vc deve vender esse direito, hj valia R$ 8,50.;07/01/11 23:27;pt;opcao_zili
42844127;twittersearch;São direitos de subscrições para comprar #ações bradesco, caso não pretenda subscrever vc deve vender esse direito, hj valia R$ 8,50.;07/01/11 23:20;pt;Fontes_
42841262;twittersearch;Bovespa recua nesta sexta, mas avança 1,09% na semana. Dólar fecha a R$ 1,686.  http://ow.ly/3Acpx;07/01/11 22:45;pt;empregosrede
42842906;twittersearch;RT @oferta_carioca: Seja um Investidor! Venha aprender a investir na bolsa de valores com Curso Dakar (De R$300,00 Por R$45,00) http://ofertacarioca.com.br;07/01/11 22:34;pt;ofertacarioca
42837244;twittersearch;Bovespa recua nesta sexta, mas avança 1,09% na semana. Dólar fecha ... - O Globo http://ow.ly/1aM9y1;07/01/11 22:29;pt;ncafeicultura
42837245;twittersearch;(InfoMoney) First Commercial Bank of Florida é o primeiro banco a falir nos EUA em 2011 http://bit.ly/ikyOKy #mercado #bovespa;07/01/11 22:24;pt;lopesbravo
42837246;twittersearch;(Brasil Econômico) Ibovespa tem rumo indefinido para próximos pregões http://bit.ly/hNnW2B #economia #bovespa;07/01/11 22:19;pt;lopesbravo
42836822;twittersearch;Seja um Investidor! Venha aprender a investir na bolsa de valores com Curso Dakar (De R$300,00 Por R$45,00) http://ofertacarioca.com.br;07/01/11 22:09;pt;oferta_carioca
42834932;twittersearch;"Bovespa fecha em baixa; dólar volta a cair http://bit.ly/f1AKTG #portaljovempan";07/01/11 21:59;pt;portaljovempan
42836823;twittersearch;O jeito é investir na bolsa de valores !!! Dinheiro Fail;07/01/11 21:56;pt;BRUNOHB_
42834933;twittersearch;Agência Brasil: Chuva acima do normal provocou transbordamento de córrego em São Paulo, afirma prefeitura http://bit.ly/dETBKk #bovespa;07/01/11 21:52;pt;lopesbravo
42834934;twittersearch;Bovespa...Maiores volumes, maiores altas e maiores baixas de hoje....http://bit.ly/b6H8z6;07/01/11 21:44;pt;investmaniacos
42836824;twittersearch;Eu vou investir na bolsa de valores , porque dá muito dinheiro mesmo , e minha familia será uma familia rica forever more .;07/01/11 21:32;pt;DANil0o
42832436;twittersearch;#mercado #Bovespa Cosan assina contrato para compra da Zanin http://bit.ly/hQyYlD #bolsa #finanças $$;07/01/11 21:30;pt;tradepips
42836825;twittersearch;Meus pais são ditadores e não querem me deixar investir na bolsa. Se eu morrer pobre a culpa é deles.;07/01/11 21:29;pt;ViniciusTwist
42832437;twittersearch;(InfoMoney) Risco-País fecha em alta de sete pontos após decepção com Relatório de Emprego http://bit.ly/ihi7R6 #mercado #bovespa;07/01/11 21:23;pt;lopesbravo
42832438;twittersearch;(InfoMoney) Avaliando Relatório de Emprego, preços dos Treasuries têm nova alta http://bit.ly/glRbqd #mercado #bovespa;07/01/11 21:23;pt;lopesbravo
42832439;twittersearch;(Brasil Econômico) Empregadores temem falta de engenheiro qualificado http://bit.ly/h6AB83 #economia #bovespa;07/01/11 21:19;pt;lopesbravo
42832440;twittersearch;A bovespa fechou o dia em alta de  1,09% aos 70.057,20 pontos.O dólar fechou o dia cotado a R$ 1,686 para venda.;07/01/11 21:18;pt;rafagoudard
42832441;twittersearch;@otaviocc @felipek @rafasgj E eu só uso o Safari p acessar banco e homebroker (Flash). Meu navegador padrão é o Chrome, com FlashBlock ext.;07/01/11 21:04;pt;heliojansen
42830532;twittersearch;valor_economico: Ibovespa acentua perdas e se aproxima dos 69 mil pontos http://is.gd/kjcnB   http://vlr.me/3q9rp Economia e negócios;07/01/11 21:04;pt;vlrme
42831307;twittersearch;@kaasalmazo , mano estou pensando em investir na bolsa de valores! ><;07/01/11 21:01;pt;tayna_cp
42830533;twittersearch;"Valor: Dólar futuro volta a subir; Ptax fecha a R$ 1,6861 http://bit.ly/hp8lMZ #mercado #bovespa";07/01/11 20:59;pt;lopesbravo
42830534;twittersearch;#mercado #Bovespa Ações da Agrenco podem voltar a ser negociadas http://bit.ly/ifXATd #bolsa #finanças $$;07/01/11 20:59;pt;tradepips
42830535;twittersearch;ano começou legal para a bovespa!!!!;07/01/11 20:57;pt;leovoliveira
42830536;twittersearch;(InfoMoney) Pimco elogia governo Lula e aponta pilares que levaram o Brasil ao desenvolvimento http://bit.ly/gJpgjv #mercado #bovespa;07/01/11 20:52;pt;lopesbravo
42827523;twittersearch;#CIEL3 - debate no Shield sobre #Cielo - http://j.mp/dTzRjY #ibov #bovespa #mercado #investir;07/01/11 20:40;pt;investorsmm
42827524;twittersearch;RT @cbonlinedf: Economia: Bovespa fecha em baixa de 0,74% e dólar termina cotado a R$ 1,686:  http://bit.ly/eGK0Nq;07/01/11 20:39;pt;MatheusLeone45
42827525;twittersearch;Economia: Bovespa fecha em baixa de 0,74% e dólar termina cotado a R$ 1,686:  http://bit.ly/eGK0Nq;07/01/11 20:37;pt;cbonlinedf
42827526;twittersearch;balanço de operações 2010 no site da #bovespa - http://j.mp/ebkdnq - destaque para #ETF - saiba aqui http://j.mp/gsuvTL  #investir #ibov;07/01/11 20:33;pt;investorsmm
42827527;twittersearch;Valor: Pacote de financiamento de longo prazo vai fomentar mercado secundário http://bit.ly/hdvc78 #mercado #bovespa;07/01/11 20:29;pt;lopesbravo
42827528;twittersearch;#mercado #Bovespa Petrobras reforça estrutura de manutenção offshore http://bit.ly/g37UBj #bolsa #finanças $$;07/01/11 20:29;pt;tradepips
42827529;twittersearch;#ITUB4 - #itau no grupo shield com gráfico diário - http://j.mp/fCAjkS #ibov #bovespa #investir;07/01/11 20:27;pt;investorsmm
42827530;twittersearch;#GFSA3 - análise do gráfico diário de #gafisa - http://j.mp/fuu6T4 #ibov #bovespa #investir;07/01/11 20:25;pt;investorsmm
42827531;twittersearch;Empresários de Sucesso REDEVTV Direto do @redetvi: Mau humor nos EUA contamina Bovespa, que cai pelo 2º dia http://migre.me/3uPu8;07/01/11 20:24;pt;empresdesucesso
42827533;twittersearch;(InfoMoney) Confira a agenda do investidor para a segunda semana de janeiro http://bit.ly/hsi7aO #mercado #bovespa;07/01/11 20:21;pt;lopesbravo
42827532;twittersearch;(InfoMoney) Vale afirma que substituição de Agnelli na presidência não está em discussão http://bit.ly/ftrIA5 #mercado #bovespa;07/01/11 20:21;pt;lopesbravo
42825509;twittersearch;A ventania começou fudida e meus papéis se sentiram como em 30 de dezembro na Bovespa;07/01/11 20:21;pt;Thata_poa
42825510;twittersearch;#Agrenco liberada pela CVM - #agen11 #ibov #bovespa #investir;07/01/11 20:11;pt;investorsmm
42824240;twittersearch;daqui um mês serei investidor da Bovespa (yn);07/01/11 20:01;pt;Guigs_s
42824241;twittersearch;Valor: Wall Street recua, pressionado por setor financeiro http://bit.ly/fCDjKD #mercado #bovespa;07/01/11 19:59;pt;lopesbravo
42824242;twittersearch;Valor: Petrobras recebe nova plataforma de serviços de manutenção http://bit.ly/e1ZA7M #mercado #bovespa;07/01/11 19:59;pt;lopesbravo
42824243;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hUo09Z;07/01/11 19:58;pt;ibovespa
42823118;twittersearch;Mau humor nos EUA contamina Bovespa, que cai pelo 2o dia: O mercado brasileiro de ações caiu pelo segundo dia se... http://bit.ly/g31ZW2;07/01/11 19:53;pt;loucospelabolsa
42823117;twittersearch;Mau humor nos EUA contamina Bovespa, que cai pelo 2o dia: O mercado brasileiro de ações caiu pelo segundo dia se... http://bit.ly/g31ZW2;07/01/11 19:53;pt;cambioturismo
42826859;twittersearch;Preciso comprar ações AdeS da Unilever, tá sendo papo de umas 10 cxs por semana aqui em casa! #PrejuGigante rsrsrs;07/01/11 19:53;pt;biancastabile
42823119;twittersearch;Mau humor nos EUA contamina Bovespa, que cai pelo 2º dia http://migre.me/3uNbj;07/01/11 19:52;pt;RedeTVi
42823121;twittersearch;(InfoMoney) Após envio de informações em atraso, CVM autoriza Agrenco voltar a operar na bolsa http://bit.ly/eATzR2 #mercado #bovespa;07/01/11 19:51;pt;lopesbravo
42823120;twittersearch;(InfoMoney) Realização de lucros pode ocorrer após semana positiva do Ibovespa http://bit.ly/ha2fxa #mercado #bovespa;07/01/11 19:51;pt;lopesbravo
42823122;twittersearch;Bovespa fecha semana inaugural de 2011 no azul: SÃO PAULO ? Em um pregão marcado pelo volume financeiro mais fra... http://bit.ly/hrgJkL;07/01/11 19:47;pt;katiamms
42823123;twittersearch;Agência Brasil: Chuva provoca a morte de uma pessoa na zona leste de São Paulo http://bit.ly/dGpZwk #bovespa;07/01/11 19:47;pt;lopesbravo
42824745;twittersearch;?@diogofigueiro: @dikoga minha noiva @karinaconceicao, @karinaconceicao @dikoga um amigo da BM&FBovespa.? prazer!!;07/01/11 19:47;all;dikoga
42822095;twittersearch;Bovespa fecha com queda de 0,74%, a 70.057 pontos http://goo.gl/fb/vHQJJ;07/01/11 19:41;pt;zhdinheiro
42822096;twittersearch;Bovespa recua nesta sexta, mas avança 1,09% na semana. Dólar fecha a R$ 1,686.  http://ow.ly/3Acpx;07/01/11 19:39;pt;empregosrede
42821401;twittersearch;RioGS: Bovespa fecha com queda de 0,74%, a 70.057 pontos http://bit.ly/eWEYsy;07/01/11 19:34;pt;Divulgary
42820838;twittersearch;Valor: Preços do petróleo encerram semana em queda http://bit.ly/gvqAtv #mercado #bovespa;07/01/11 19:29;pt;lopesbravo
42820837;twittersearch;Bovespa fecha semana inaugural de 2011 no azul: SÃO PAULO ? Em um pregão marcado pelo volume financeiro mais fra... http://bit.ly/fe1r3H;07/01/11 19:29;pt;musicaemercado
42820839;twittersearch;SP: Veja Indicadores Agropecuários de hoje (07) MERCADO FUTURO  BMF&Bovespa  e MERCADO FÍSICO Cepea/Esalq/USP http://migre.me/3uLWr;07/01/11 19:29;pt;paginarural
42820840;twittersearch;Bovespa fecha semana inaugural de 2011 no azul: SÃO PAULO - Em um pregão marcado pelo volume financeiro mais fra... http://glo.bo/h8xO7Y;07/01/11 19:28;pt;vendasgoverno
42820843;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hL4jpD;07/01/11 19:28;pt;blogTVeMais
42820842;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hL4jpD;07/01/11 19:28;pt;cambioturismo
42820841;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hL4jpD;07/01/11 19:28;pt;World_Links
42820845;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/dHFQzR;07/01/11 19:27;pt;viniciusmacedob
42820844;twittersearch;[globo] Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos... http://glo.bo/hL4jpD;07/01/11 19:27;pt;twittnetgocios
42820846;twittersearch;#mercado #Bovespa Tráfego das estradas da Ecorodovias cresce 52,4% em 2010 http://bit.ly/hKdfpi #bolsa #finanças $$;07/01/11 19:27;pt;tradepips
42824746;twittersearch;@dikoga minha noiva @karinaconceicao, @karinaconceicao @dikoga um amigo da BM&FBovespa.;07/01/11 19:27;all;diogofigueiro
42820847;twittersearch;#Mercados: BOVESPA-Mau humor nos EUA contamina mercado, que cai pelo 2o dia http://ow.ly/1aLXvn;07/01/11 19:26;pt;CVMNews
42820848;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hL4jpD;07/01/11 19:23;pt;365Dias_
42820849;twittersearch;#EUA #tiosam Mau humor nos EUA contamina Bovespa, que cai pelo 2o dia - O Globo http://bit.ly/i9TqSA - http://TioSam.com;07/01/11 19:22;pt;tiosam_com
42819937;twittersearch;(InfoMoney) Com nova especulação de privatização, CESP é destaque de alta semanal http://bit.ly/fkTGUy #mercado #bovespa;07/01/11 19:21;pt;lopesbravo
42819938;twittersearch;Bovespa fecha semana inaugural de 2011 no azul: SÃO PAULO ? Em um pregão marcado pelo volume financeiro mais fra... http://bit.ly/hrgJkL;07/01/11 19:20;pt;linktvclipping
42819939;twittersearch;RT @Claudio_Salles: São Paulo - A BM&F Bovespa informou que ontem (06) atingiu as marcas históricas de 20.908 negócios http://tl.gd/8014a0;07/01/11 19:19;pt;Claudio_salles
42819940;twittersearch;via UOL :: Bovespa fecha semana inaugural de 2011 no azul http://bit.ly/gIalVA;07/01/11 19:18;pt;investwitt
42819941;twittersearch;(Brasil Econômico) Facebook detona receio de bolha da internet 2.0 http://bit.ly/hKkYdL #economia #bovespa;07/01/11 19:17;pt;lopesbravo
42819942;twittersearch;Ultimas - Mau humor nos EUA contamina Bovespa, que cai pelo 2o dia: Reuters - SÃO PAULO (Reuters) - O mercado br... http://bit.ly/dUf2n2;07/01/11 19:17;pt;infopriv
42819943;twittersearch;Mau humor nos EUA contamina Bovespa, que cai pelo 2o dia http://migre.me/3uLnz;07/01/11 19:15;pt;so_noticia
42819214;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/gwjGXD;07/01/11 19:11;pt;comuniquebrinde
42819219;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hL4jpD;07/01/11 19:11;pt;noticiasemrede
42819218;twittersearch;#sp Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70... http://migre.me/3uL1b;07/01/11 19:11;pt;salivates
42819217;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hL4jpD;07/01/11 19:11;pt;universogeral
42819216;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hL4jpD;07/01/11 19:11;pt;TimesNoticias
42819215;twittersearch;#sp Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.... http://glo.bo/hL4jpD;07/01/11 19:11;pt;tweets24hs
42819221;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hUo09Z;07/01/11 19:10;pt;julioyam_
42819220;twittersearch;Bovespa fecha em queda, mas acumula alta na semana: Principal índice da bolsa paulista recuou 0,74%, aos 70.057.... http://glo.bo/hUo09Z;07/01/11 19:10;pt;HabboNewsBrasil
42819222;twittersearch;Recebi um email com o título 'Aprenda a Investir na Bolsa'. OK. Aprender é fácil, o problema é ter a grana para fazer render na Bovespa.;07/01/11 19:09;pt;rodrigo_fnandes
42819223;twittersearch;Bovespa encerra pregão com perda de 0,74%, e ganhos de 1,09% na semana http://migre.me/3uKPX;07/01/11 19:08;pt;alagoasnegocios
42818369;twittersearch;Mau humor nos EUA contamina Bovespa, que cai pelo 2o dia http://glo.bo/dNL1pZ #Economia;07/01/11 19:04;pt;jornaltwit
42818368;twittersearch;Mau humor nos EUA contamina Bovespa, que cai pelo 2o dia http://glo.bo/dNL1pZ;07/01/11 19:04;pt;economyce
42818370;twittersearch;#Guia_de_ações gratuito no site.: http://bit.ly/9vXRBq #BOVESPA #FIBONACCI #VALE5 #PETR4 #OGXP3 #LLXL3 #BBDC4 #ITUB4 #BBAS3 #MMXM3 #USIM5;07/01/11 19:02;pt;picapautrader
42818371;twittersearch;"Dólar volta a cair e fecha a R$ 1,68; Bovespa retrocede 0,93%  http://is.gd/kjXSh";07/01/11 19:02;pt;sitemsaqui
42818373;twittersearch;BOVESPA-Mau humor nos EUA contamina mercado, que cai pelo 2o dia:  http://bit.ly/gH1Ydx;07/01/11 19:00;pt;Latinvest
42818372;twittersearch;BOVESPA-Mau humor nos EUA contamina mercado, que cai pelo 2o dia http://bit.ly/gH1Ydx;07/01/11 19:00;pt;EXAME_mercados
42818374;twittersearch;Bovespa fecha em baixa nesta sexta-feira http://ow.ly/3AbjS #economia;07/01/11 19:00;pt;terranoticiasbr
42818375;twittersearch;Valor: Fundos devem deixar de utilizar CDI como referência, acredita Anbima http://bit.ly/gkEazD #mercado #bovespa;07/01/11 18:59;pt;lopesbravo
42817635;twittersearch;#mercado #Bovespa Indústria do CD reage a piratas com preço baixo e web http://bit.ly/hcZXcq #bolsa #finanças $$;07/01/11 18:56;pt;tradepips
42819008;twittersearch;RT @Info_BMFBOVESPA: Balanço de operações 2010: Vale, Petrobras, OGX, Itau Unibanco e BM&FBOVESPA foram as ações com maior giro financeiro http://bit.ly/glHE3v;07/01/11 18:56;all;JulianaGarcon
42817636;twittersearch;"Bovespa perde 0,74% no fechamento; mercado de trabalho dos EUA afeta negócios http://bit.ly/eOhiWi";07/01/11 18:55;pt;resendejes
42817637;twittersearch;Bovespa perde 0,74% no fechamento, com números desfavoráveis da economia dos EUA. Dólar comercial fecha a R$ 1,68, queda de 0,11%;07/01/11 18:53;pt;Folhapress
42817639;twittersearch;(InfoMoney) Crédito ao consumidor norte-americano sobe US$ 1,35 bilhão no mês de novembro http://bit.ly/gM3M6S #mercado #bovespa;07/01/11 18:50;pt;lopesbravo
42817638;twittersearch;(InfoMoney) Ibovespa atravessa nova sessão instável, cede 0,74% e encosta nos 70 mil pontos http://bit.ly/e8mQkS #mercado #bovespa;07/01/11 18:50;pt;lopesbravo
42817640;twittersearch;Bovespa recua nesta sexta, mas avança 1,09% na semana. Dólar fecha a R$ 1,686.  http://ow.ly/3Acpx;07/01/11 18:50;pt;OGlobo_Economia
42817641;twittersearch;Ultimas - Bolsa fecha em queda de 0,74%, mas sobe 1,09% na semana: Agência Estado - A Bovespa não conseguiu sust... http://bit.ly/dSMC37;07/01/11 18:47;pt;infopriv
42817644;twittersearch;Bovespa perde 0,74  no fechamento, com números desfavoráveis de economia dos EUA: EPAMINONDAS NETO DE SÃO PAULO ... http://bit.ly/fUy8st;07/01/11 18:46;pt;eleicoessp
42817643;twittersearch;Bovespa perde 0,74  no fechamento, com números desfavoráveis de economia dos EUA: EPAMINONDAS NETO DE SÃO PAULO ... http://bit.ly/fUy8st;07/01/11 18:46;pt;eleicoesdf
42817642;twittersearch;Bovespa perde 0,74  no fechamento, com números desfavoráveis de economia dos EUA: EPAMINONDAS NETO DE SÃO PAULO ... http://bit.ly/hUvHzJ;07/01/11 18:46;pt;hnoticiasbr
42817645;twittersearch;Ibovespa recua 0,74%, aos 70.057 pontos, mas sobe 1,09% na semana: SÃO PAULO ? O mercado acionário brasileiro d... http://bit.ly/gW29KS;07/01/11 18:45;pt;adilson_braun
42817646;twittersearch;Bovespa fecha em queda, mas com ganhos de 1,09% na semana - http://bit.ly/fAnaiz;07/01/11 18:45;pt;EFINANCEIROS
42817647;twittersearch;Agência Brasil: Programa do MDIC tira da informalidade quase 800 mil empreendimentos em 2010 http://bit.ly/fnU8Jp #bovespa;07/01/11 18:44;pt;lopesbravo
42816345;twittersearch;Ibovespa recua 0,74%, aos 70.057 pontos, mas sobe 1,09% na semana: SÃO PAULO ? O mercado acionário brasileiro de... http://bit.ly/fTl5Tx;07/01/11 18:37;pt;Cacabeluu
42815523;twittersearch;Bovespa perde 0,74% no fechamento, com números desfavoráveis de economia dos EUA http://awe.sm/5FAqi #folha;07/01/11 18:35;pt;uau
42815524;twittersearch;Ibovespa recua 0,74%, aos 70.057 pontos, mas sobe 1,09% na semana: SÃO PAULO ? O mercado acionário brasileiro de... http://bit.ly/fTl5Tx;07/01/11 18:35;pt;linktvclipping
42815525;twittersearch;BOVESPA-Mercado segue NY e recua pelo segundo dia http://bit.ly/fOtvUG;07/01/11 18:29;pt;EXAME_mercados
42815526;twittersearch;"Bovespa cede 0,15% no início dos negócios; dólar atinge R$ 1,69: http://bit.ly/g5QsYk";07/01/11 18:29;pt;juizdeforamg
42815529;twittersearch;Ibovespa recua 0,74%, aos 70.057 pontos, mas sobe 1,09% na semana: SÃO PAULO ? O mercado acionário brasileiro de... http://bit.ly/faoD0o;07/01/11 18:28;pt;musicaemercado
42815528;twittersearch;Valor: Ibovespa recua 0,74%, aos 70.057 pontos, mas sobe 1,09% na semana http://bit.ly/iiiqRO #mercado #bovespa;07/01/11 18:28;pt;lopesbravo
42815527;twittersearch;Ibovespa recua 0,74%, aos 70.057 pontos, mas sobe 1,09% na semana: SÃO PAULO ? O mercado acionário brasileiro de... http://bit.ly/fTl5Tx;07/01/11 18:28;pt;raconsbrasil
42815530;twittersearch;Ibovespa recua 0,74%, aos 70.057 pontos, mas sobe 1,09% na semana: SÃO PAULO ? O mercado acionário brasileiro de... http://bit.ly/fTl5Tx;07/01/11 18:28;pt;loucospelabolsa
42815531;twittersearch;Fechamento dos Mercados da Bovespa http://twitter.prospercorretora.com.br/redir2.htm?flash=25934;07/01/11 18:26;pt;ProsperCVC
42815532;twittersearch;Indice bovespa encerrou em baixa de 0,79% a 70018 pts após oscilar entre 69718 e 70782. http://bit.ly/ecNb5M;07/01/11 18:26;pt;investbras
42815533;twittersearch;A Bovespa, o dólar e as bolsas internacionais neste 7 de janeiro - O Globo Online http://t.co/jHc1UyH;07/01/11 18:22;pt;redebrasileira
42813769;twittersearch;(InfoMoney) Operações na renda variável em 2011 devem superar os últimos dois anos, diz Anbima http://bit.ly/hKt09E #mercado #bovespa;07/01/11 18:20;pt;lopesbravo
42813770;twittersearch;(InfoMoney) Santander faz uma lista com cinco diretrizes para investimentos em 2011 http://bit.ly/g6r4e5 #mercado #bovespa;07/01/11 18:20;pt;lopesbravo
42813771;twittersearch;IBOVESPA FECHA EM QUEDA DE 0,79% AOS 70.018 PONTOS - SUJEITO A AJUSTES - Mais informações em instantes. http://twurl.nl/k22f15;07/01/11 18:15;pt;thiagovestra
42812709;twittersearch;Eu gostei de um vídeo do YouTube -- Como investir na Bolsa de Valores- BOVESPA http://youtu.be/JZfnpGBN1c4?a;07/01/11 18:11;pt;eliascerqueira
42812710;twittersearch;Bovespa as 18:04 estava nos 70044 pts. FECHOU A SEMANA, NA MESMA LINHA DO FECHAMENTO DO ANO 70 mil PONTOS. 2a. Feira, vai pegar fogo....;07/01/11 18:09;pt;renzoamaral
42812711;twittersearch;Investimento Certo: Bovespa... um investimento de longo prazo http://t.co/4Wlybf4;07/01/11 18:08;pt;Eduardo_Palermo
42812712;twittersearch;RT @uinstante: IBOVESPA FECHA EM QUEDA DE 0,79% AOS 70.018 PONTOS - SUJEITO A AJUSTES - Mais informações em instantes. http://twurl.nl/k22f15;07/01/11 18:03;pt;viabroker
42812713;twittersearch;IBOVESPA FECHA EM QUEDA DE 0,79% AOS 70.018 PONTOS - SUJEITO A AJUSTES - Mais informações em instantes. http://twurl.nl/k22f15;07/01/11 18:01;pt;uinstante
42812714;twittersearch;Oiii? kkkk RT: @nandamichelini: USIM5, já disse que te amo hoje? #bovespa;07/01/11 17:56;pt;stefanocandido
42812715;twittersearch;Viajantes! A hora é essa! RT @BoaViagemOGlobo RT @OGlobo_Economia Dólar fecha em baixa de 0,11%, a R$ 1,686. http://ow.ly/3A8xk;07/01/11 17:56;pt;viagempimpolhos
42812716;twittersearch;#mercado #Bovespa Fogo de Chão volta à carga no Brasil após engorda nos EUA http://bit.ly/hxAdX0 #bolsa #finanças $$;07/01/11 17:54;pt;tradepips
42812717;twittersearch;USIM5, já disse que te amo hoje? #bovespa;07/01/11 17:52;pt;nandamichelini
42812718;twittersearch;Alguém conhece um #app para acompanhar a #Bovespa no #Android? #financas;07/01/11 17:50;pt;zehrique
42812719;twittersearch;(InfoMoney) Dólar comercial fecha com leve queda, interrompendo sequência de três altas http://bit.ly/hWo60g #mercado #bovespa;07/01/11 17:50;pt;lopesbravo
42809985;twittersearch;http://bit.ly/d3vLmb RT @tradepips http://bit.ly/cYUHoT Segmento Bovespa atinge cifra recorde de negócios e volu... http://bit.ly/g4xQLm;07/01/11 17:43;pt;ganardinerooo
42809984;twittersearch;http://bit.ly/d3vLmb RT @bolsabrasil Segmento Bovespa atinge cifra recorde de negócios e volume via co-location:... http://bit.ly/gPoxq3;07/01/11 17:43;pt;ganardinerooo
42809986;twittersearch;Agência Brasil: Receita abrirá consulta aos lotes do Imposto de Renda de 2010, 2009 e 2008 http://bit.ly/gncS1I #bovespa;07/01/11 17:41;pt;lopesbravo
42809987;twittersearch;"RT @folha_mercado: Dólar volta a cair e fecha a R$ 1,68; Bovespa retrocede 0,93%:  http://bit.ly/dZ5c84 #folha";07/01/11 17:38;pt;sistemasicoob
42809988;twittersearch;Hoje a correria foi tanta na Bovespa, que fiquei o dia inteiro a base de Starbucks. Nem almocei, então, já venho. :);07/01/11 17:37;pt;micheeeL_
42809989;twittersearch;Quero saber é a data do IPO na BOVESPA!!! :D #SUCESSO!!! RT @rmlgarcia: Dr. Grava este nome RML;07/01/11 17:37;pt;ernesto_floripa
42808589;twittersearch;Heey Dudes, cheguei da Bovespa.;07/01/11 17:32;pt;micheeeL_
42808590;twittersearch;http://bit.ly/cYUHoT Segmento Bovespa atinge cifra recorde de negócios e volume via co-location http://bit.ly/gxTaKi #Ações #Câmbio $$;07/01/11 17:30;pt;tradepips
42808591;twittersearch;Segmento Bovespa atinge cifra recorde de negócios e volume via co-location: Marca foi alcançada no último pregão... http://bit.ly/dOACim;07/01/11 17:30;pt;bolsabrasil
42808592;twittersearch;Indices: IPSA -0,80%  IGPA -0,41%  INTER10 -1,20%  MERVAL -1,77%  BOVESPA -0,89%  S&P 500 -0,45%;07/01/11 17:30;pt;bolsavalparaiso
42808593;twittersearch;"Dólar volta a cair e fecha a R$ 1,68; Bovespa retrocede 0,93% - http://ow.ly/3A9xs";07/01/11 17:29;pt;IndBandeirantes
42808594;twittersearch;Valor: Dólar fecha o dia em baixa, mas sobe 1,2% na semana http://bit.ly/ezrArV #mercado #bovespa;07/01/11 17:28;pt;lopesbravo
42808595;twittersearch;RT @uinstante: Ibovespa desvaloriza 0,97% aos 69.890 pontos -  http://twurl.nl/o77l0x;07/01/11 17:27;pt;magnuminvest
42808596;twittersearch;Nos Futuros do Índice Bovespa quedas abruptas rodeadas de momentos de tédio e indecisão.  Hoje a queda concentrada em 3 momentos.;07/01/11 17:24;pt;Investimetria
42812720;twittersearch;RT @uinstante: Ibovespa desvaloriza 0,97% aos 69.890 pontos -  http://twurl.nl/o77l0x;07/01/11 17:23;pt;viabroker
